asset,polygon,perm_phs,veh_phs,ped_phs,excls_ped_phs,excl_phs,exc_veh_phs_id,excl_ped_phs_in_ovrlp,excl_veh_phs_in_ovrlp,midblock,excl_ped,ped_variant,x_ped_type,ped_note,lpi_adw,lpi_adw_cmmnt,apv,apv_comment,bos,awb,awb_comment,preempt,loc_preempt,rmt_preempt,prempt_comment,num_ovrlp,ovrlp,mltpl_ovrlp,lead_lag,ppin,ppin_id
2647,3,"[1, 2, 3, 4, 5, 6]","[1, 2, 3, 4, 5, 6]","[2, 3, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,Yes,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2648,3,"[1, 2, 3, 4, 5, 6, 7, 8]","[1, 2, 3, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,Yes,[233]
2649,5,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2650,5,"[1, 2, 3, 4, 5, 6, 8]","[1, 2, 3, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2651,5,"[1, 2, 5, 6, 7, 8]","[1, 2, 5, 6, 7, 8]","[2, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,Yes,[233]
2652,5,"[1, 2, 4, 6, 8]","[1, 2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2653,6,"[1, 2, 4, 6, 8]","[1, 2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2655,5,"[1, 2, 4, 6, 8]","[1, 2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,Yes,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2658,3,"[1, 2, 4, 6, 8]","[1, 2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,Yes,Aud Ped Volume is present but not active.,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2659,4,"[2, 6, 8]","[2, 6, 8]","[2, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2660,4,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2661,4,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2662,4,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2663,4,"[2, 4, 6]","[2, 4, 6]","[2, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2664,4,"[2, 4, 6, 8]","[2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,Yes,,Yes,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2665,4,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,No,,Yes,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2666,4,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,No,,Yes,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2667,4,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,No,,Yes,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2668,4,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,No,,Yes,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2669,4,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,No,,Yes,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2670,4,"[1, 2, 3, 4, 6]","[1, 2, 3, 4, 6]","[2, 3, 4, 6]",[],Yes,[1],N/A,N/A,No,No,[],N/A,,Yes,,No,,Yes,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2671,4,"[2, 4, 6]","[2, 4, 6]","[2, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2672,4,"[2, 3, 4, 6]","[2, 4, 6]","[2, 3, 4, 6]",[3],No,[],Yes,N/A,No,No,[3],N/A,there is ped type 3. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,No,[]
2673,4,"[4, 6, 8]","[4, 6, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2674,4,"[4, 6, 8]","[4, 6, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2675,4,"[4, 6, 8]","[4, 6, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2677,6,"[4, 6, 8]","[4, 6, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2678,6,"[4, 6, 8]","[4, 6, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2679,6,"[2, 5, 6, 7, 8]","[2, 5, 6, 7]","[2, 6, 8]",[8],No,[],Yes,N/A,No,No,[3],N/A,there is ped type 3. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,Yes,[243]
2681,6,"[1, 2, 4, 6]","[1, 2, 6]",[4],[4],No,[],Yes,N/A,No,No,[3],N/A,there is ped type 3. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,Yes,[243]
2682,6,"[1, 2, 3, 4, 6]","[1, 2, 3, 6]",[4],[4],No,[],Yes,N/A,No,No,[3],N/A,there is ped type 3. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,Yes,[243]
2683,6,"[1, 2, 3, 4, 6]","[1, 2, 3, 6]",[4],[4],No,[],Yes,N/A,No,No,[3],N/A,there is ped type 3. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,Yes,[243]
2689,6,"[2, 4]","[2, 4]","[2, 4]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,Yes,No,there is RR local preemption.,0,No,No,No,No,[]
2690,6,"[6, 8]","[6, 8]","[6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2691,6,"[4, 6, 8]","[4, 6, 8]","[4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2692,6,"[1, 2, 3, 4, 5]","[2, 3, 4, 5]","[1, 2, 3]",[1],No,[],Yes,N/A,No,No,[2],N/A,there is ped type 2. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,No,[]
2693,6,"[2, 4, 8]","[2, 4, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2694,6,"[2, 4, 8]","[2, 4, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2695,6,"[2, 4, 8]","[2, 4, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2696,6,"[6, 8]","[6, 8]","[6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2697,6,"[6, 8]","[6, 8]","[6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2698,5,"[2, 3, 4, 5, 6]","[2, 4, 5, 6]","[2, 3, 6]",[3],No,[],N/A,N/A,No,Yes,[3],24/7,there is ped type 3. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2701,6,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2702,6,"[1, 2, 4, 6, 8]","[1, 2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,Yes,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2703,6,"[1, 2, 4, 6, 8]","[1, 2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2704,3,"[2, 4, 6]","[2, 4, 6]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2706,3,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2707,5,"[2, 4, 6, 8]","[2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2708,5,"[2, 4, 6, 8]","[4, 8]","[2, 6]","[2, 6]",No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2709,3,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2710,3,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2711,6,"[2, 4, 8]","[2, 4, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2712,6,"[2, 4, 8]","[2, 4, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2713,6,"[2, 4, 8]","[2, 4, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2714,6,"[2, 4, 8]","[2, 4, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2715,6,"[2, 4, 8]","[2, 4, 8]","[2, 4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2718,6,"[2, 4, 6]","[2, 4, 6]",[],[],No,[],N/A,N/A,No,Yes,[1],24/7,there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2720,5,"[1, 2, 8]","[1, 2, 8]","[1, 2, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,Yes,Aud Ped Volume is present but not active.,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2721,6,"[2, 7, 8]","[2, 7, 8]","[2, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,Yes,No,there is RR local preemption.,0,No,No,No,No,[]
2722,6,"[2, 4, 5, 6, 8]","[2, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2723,6,"[2, 4, 8]","[2, 4, 8]","[2, 4]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2725,6,"[1, 2, 6, 7, 8]","[1, 2, 6, 7, 8]","[2, 6, 7]",[],Yes,[1],N/A,Yes,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,Yes,[233]
2726,4,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2728,3,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,Yes,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2731,5,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2732,5,"[2, 4, 6, 8]","[4, 8]","[2, 6]","[2, 6]",No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2734,3,"[1, 2, 4, 6, 8]","[1, 2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,Yes,Aud Ped Volume is present but not active.,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2735,5,"[2, 4, 6, 8]","[4, 8]","[2, 6]","[2, 6]",No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2736,3,"[2, 3, 5, 6, 7, 8]","[2, 5, 6, 7, 8]","[3, 6]",[3],Yes,"[8, 7]",Yes,Yes,No,No,[2],N/A,there is ped type 2. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,Yes,[221]
2737,3,"[1, 2, 6, 7, 8]","[1, 2, 6, 8]","[1, 7]",[7],No,[],Yes,N/A,No,No,[3],N/A,there is ped type 3. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,No,[]
2738,3,"[1, 2, 3, 6, 7, 8]","[1, 2, 6, 7, 8]","[2, 3, 6, 8]",[3],Yes,"[8, 7]",Yes,No,No,No,[2],N/A,there is ped type 2. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,No,[]
2740,3,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,Yes,Aud Ped Volume is present but not active.,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2741,3,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2742,3,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2743,3,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2744,3,"[2, 4, 6]","[2, 4, 6]","[2, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2745,3,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2746,5,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2747,5,"[2, 4, 6, 8]","[4, 8]","[2, 6]","[2, 6]",No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2748,5,"[1, 2, 3, 4, 5, 6, 8]","[1, 2, 3, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,Yes,Aud Ped Volume is present but not active.,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2749,5,"[2, 3, 4, 5, 6]","[2, 3, 4, 5, 6]","[2, 3, 6]",[],No,[],N/A,N/A,Yes,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2750,5,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,Yes,Aud Ped Volume is present but not active.,No,No,,No,No,No,,0,No,No,No,No,[]
2752,3,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,Yes,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2753,5,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2754,5,"[2, 4, 6, 8]","[4, 8]","[2, 6]","[2, 6]",No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2756,6,"[4, 6, 8]","[4, 6, 8]","[4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2757,6,"[4, 6, 8]","[4, 6, 8]","[4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2759,6,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2760,6,"[2, 8]","[2, 8]","[2, 8]",[],No,[],N/A,N/A,Yes,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2761,6,"[2, 4, 8]","[2, 4, 8]","[4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2763,6,"[2, 4, 8]","[2, 4, 8]","[4, 8]",[],No,[],N/A,N/A,Yes,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2764,6,"[2, 4, 5, 6]","[2, 4, 5, 6]",[4],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2765,6,"[4, 6]","[4, 6]","[4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2767,3,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2768,3,"[2, 4, 6, 8]","[2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2769,5,"[2, 4, 6, 8]","[4, 8]","[2, 6]","[2, 6]",No,[],N/A,N/A,No,No,"[3, 4]",N/A,there is ped type 3. there is ped type 4. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2771,5,"[1, 2, 4, 5, 6, 7, 8]","[1, 2, 4, 5, 6, 7, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,Yes,Aud Ped Volume is present but not active.,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2773,5,"[2, 3, 4, 6]","[2, 3, 4, 6]",[],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2774,5,"[1, 2, 6, 8]","[1, 2, 6, 8]",[8],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2775,5,"[1, 2, 3, 6, 8]","[1, 2, 6, 8]",[3],[3],No,[],Yes,N/A,No,No,[2],N/A,there is ped type 2. Exclusive ped is in Overlaped phases. ,No,,No,,No,No,,No,No,No,,1,Yes,No,No,No,[]
2776,5,"[2, 3, 4, 6, 8]","[2, 4, 6, 8]","[2, 3]",[3],No,[],No,N/A,Yes,Yes,[2],24/7,there is ped type 2. ,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,1,Yes,No,No,No,[]
2777,6,"[2, 6, 7, 8]","[2, 6, 7, 8]",[8],[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2778,5,"[2, 4, 6, 8]","[2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2779,5,"[1, 2, 4, 6, 8]","[1, 2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,Yes,Coordinate_with_area_engineer regarding LPI adv walk,Yes,Aud Ped Volume is present but not active.,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2781,5,"[2, 4, 6, 8]","[2, 4, 6, 8]",[],[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,No,,No,,No,No,,No,No,No,,0,No,No,No,No,[]
2782,5,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,Yes,Aud Ped Volume is present but not active.,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2783,5,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,Yes,Aud Ped Volume is present but not active.,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2785,6,"[1, 4, 5, 6, 8]","[4, 5, 6, 8]","[1, 4, 5, 6, 8]",[1],No,[],No,N/A,No,Yes,"[1, 2]",24/7,there is ped type 1a. there is ped type 2. ,No,,No,,No,No,,No,No,No,,1,Yes,No,No,No,[]
2786,5,"[2, 4, 6, 8]","[2, 4, 6, 8]","[4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2788,5,"[2, 4, 6, 8]","[2, 4, 6, 8]","[4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2789,5,"[2, 4, 6, 8]","[2, 4, 6, 8]","[4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2790,5,"[2, 4, 6, 8]","[2, 4, 6, 8]","[4, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2794,3,"[1, 2, 4, 5, 6, 8]","[1, 2, 4, 5, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,Yes,[1],TOD,there is ped type 1a. there is ped type 1b. ,Yes,,Yes,Aud Ped Volume is present but not active.,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2795,4,"[2, 4, 6]","[2, 4, 6]","[2, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2796,4,"[2, 4, 6]","[2, 4, 6]","[2, 4, 6]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2797,4,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2798,4,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2799,4,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2800,4,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,No,No,[],N/A,,Yes,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
2801,4,"[2, 4, 6, 8]","[2, 4, 6, 8]","[2, 4, 6, 8]",[],No,[],N/A,N/A,Yes,No,[],N/A,,No,,No,,No,No,,Yes,No,Yes,there is remot preemption.,0,No,No,No,No,[]
